"date","hono","flag"
2023-02-07 08:35:00,NA,1
2023-02-07 08:40:00,NA,1
2023-02-07 08:45:00,NA,1
2023-02-07 08:50:00,NA,1
2023-02-07 08:55:00,NA,1
2023-02-07 09:00:00,NA,1
2023-02-07 09:05:00,NA,1
2023-02-07 09:10:00,NA,1
2023-02-07 09:15:00,NA,1
2023-02-07 09:20:00,NA,1
2023-02-07 09:25:00,NA,1
2023-02-07 09:30:00,NA,1
2023-02-07 09:35:00,NA,1
2023-02-07 09:40:00,NA,1
2023-02-07 09:45:00,NA,1
2023-02-07 09:50:00,NA,1
2023-02-07 09:55:00,NA,1
2023-02-07 10:00:00,NA,1
2023-02-07 10:05:00,NA,1
2023-02-07 10:10:00,NA,1
2023-02-07 10:15:00,NA,1
2023-02-07 10:20:00,NA,1
2023-02-07 10:25:00,NA,1
2023-02-07 10:30:00,NA,1
2023-02-07 10:35:00,NA,1
2023-02-07 10:40:00,NA,1
2023-02-07 10:45:00,NA,1
2023-02-07 10:50:00,NA,1
2023-02-07 10:55:00,NA,1
2023-02-07 11:00:00,1.50356997044173,1
2023-02-07 11:05:00,1.88917905846645,1
2023-02-07 11:10:00,1.68048114628434,1
2023-02-07 11:15:00,1.49962010740259,1
2023-02-07 11:20:00,1.08494386393493,1
2023-02-07 11:25:00,0.902863861862815,1
2023-02-07 11:30:00,0.946740920051544,1
2023-02-07 11:35:00,1.67224514280093,1
2023-02-07 11:40:00,1.5070666011727,1
2023-02-07 11:45:00,1.85703053819104,1
2023-02-07 11:50:00,1.23414119758883,1
2023-02-07 11:55:00,1.35644223748881,1
2023-02-07 12:00:00,1.94884229892599,1
2023-02-07 12:05:00,1.51277282765758,1
2023-02-07 12:10:00,1.25504797490606,1
2023-02-07 12:15:00,1.62930687868506,1
2023-02-07 12:20:00,2.4278884319395,1
2023-02-07 12:25:00,2.4823528988661,1
2023-02-07 12:30:00,2.67521977615227,1
2023-02-07 12:35:00,2.61090410725019,1
2023-02-07 12:40:00,2.78606533229135,1
2023-02-07 12:45:00,3.01573883225859,1
2023-02-07 12:50:00,2.6316862180198,1
2023-02-07 12:55:00,2.10766340068331,1
2023-02-07 13:00:00,2.39106721943433,1
2023-02-07 13:05:00,2.29299233582712,1
2023-02-07 13:10:00,2.56823904732437,1
2023-02-07 13:15:00,2.50229809416846,1
2023-02-07 13:20:00,2.57394690924521,1
2023-02-07 13:25:00,2.23506118547299,1
2023-02-07 13:30:00,2.46447403339279,1
2023-02-07 13:35:00,2.7387049422314,1
2023-02-07 13:40:00,3.72158414139214,1
2023-02-07 13:45:00,3.48189458979897,1
2023-02-07 13:50:00,NA,1
2023-02-07 13:55:00,4.57633661360375,1
2023-02-07 14:00:00,3.77470914620744,1
2023-02-07 14:05:00,3.44926270351393,1
2023-02-07 14:10:00,4.0028326299048,1
2023-02-07 14:15:00,8.09449838841167,1
2023-02-07 14:20:00,6.44953376203981,1
2023-02-07 14:25:00,4.85390612684845,1
2023-02-07 14:30:00,4.61342311376278,1
2023-02-07 14:35:00,4.803096914057,1
2023-02-07 14:40:00,4.20926340994553,1
2023-02-07 14:45:00,3.87281561255405,1
2023-02-07 14:50:00,3.47410475404618,1
2023-02-07 14:55:00,3.57692918843129,1
2023-02-07 15:00:00,4.00111585240694,1
2023-02-07 15:05:00,4.216943750232,1
2023-02-07 15:10:00,3.33753883655242,1
2023-02-07 15:15:00,4.08892189402302,1
2023-02-07 15:20:00,3.76028237433755,1
2023-02-07 15:25:00,3.16863002501296,1
2023-02-07 15:30:00,3.52982528279207,1
2023-02-07 15:35:00,3.239065679962,1
2023-02-07 15:40:00,3.30656310690386,1
2023-02-07 15:45:00,3.33922802496624,1
2023-02-07 15:50:00,3.41108000057472,1
2023-02-07 15:55:00,3.10839141788837,1
2023-02-07 16:00:00,3.27307259232641,1
2023-02-07 16:05:00,3.1161883766422,1
2023-02-07 16:10:00,2.77872477659207,1
2023-02-07 16:15:00,2.62477298585238,1
2023-02-07 16:20:00,NA,1
2023-02-07 16:25:00,NA,1
2023-02-07 16:30:00,NA,1
2023-02-07 16:35:00,NA,1
2023-02-07 16:40:00,NA,1
2023-02-07 16:45:00,NA,1
2023-02-07 16:50:00,NA,1
2023-02-07 16:55:00,NA,1
2023-02-07 17:00:00,NA,1
2023-02-07 17:05:00,1.90878397601103,1
2023-02-07 17:10:00,1.6049967151902,1
2023-02-07 17:15:00,NA,1
2023-02-07 17:20:00,2.14688008474968,1
2023-02-07 17:25:00,1.97936096087764,1
2023-02-07 17:30:00,1.59474372864388,1
2023-02-07 17:35:00,1.66051506591609,1
2023-02-07 17:40:00,1.68150626857809,1
2023-02-07 17:45:00,NA,1
2023-02-07 17:50:00,0.966111069696699,1
