"date","hono","hono_count","hono_lod","hono_err"
2023-02-07 08:35:00,NA,0,0.269752189872438,NA
2023-02-07 08:40:00,NA,0,0.269752189872438,NA
2023-02-07 08:45:00,NA,0,0.269752189872438,NA
2023-02-07 08:50:00,NA,0,0.269752189872438,NA
2023-02-07 08:55:00,NA,0,0.269752189872438,NA
2023-02-07 09:00:00,NA,0,0.269752189872438,NA
2023-02-07 09:05:00,NA,0,0.269752189872438,NA
2023-02-07 09:10:00,NA,0,0.269752189872438,NA
2023-02-07 09:15:00,NA,0,0.269752189872438,NA
2023-02-07 09:20:00,NA,0,0.269752189872438,NA
2023-02-07 09:25:00,NA,0,0.269752189872438,NA
2023-02-07 09:30:00,NA,0,0.269752189872438,NA
2023-02-07 09:35:00,NA,0,0.269752189872438,NA
2023-02-07 09:40:00,NA,0,0.269752189872438,NA
2023-02-07 09:45:00,NA,0,0.269752189872438,NA
2023-02-07 09:50:00,NA,0,0.269752189872438,NA
2023-02-07 09:55:00,NA,0,0.269752189872438,NA
2023-02-07 10:00:00,NA,0,0.269752189872438,NA
2023-02-07 10:05:00,NA,0,0.206173886171779,NA
2023-02-07 10:10:00,NA,0,0.110806430620789,NA
2023-02-07 10:15:00,NA,0,0.110806430620789,NA
2023-02-07 10:20:00,NA,0,0.110806430620789,NA
2023-02-07 10:25:00,NA,0,0.110806430620789,NA
2023-02-07 10:30:00,NA,0,0.110806430620789,NA
2023-02-07 10:35:00,NA,0,0.110806430620789,NA
2023-02-07 10:40:00,NA,0,0.110806430620789,NA
2023-02-07 10:45:00,NA,0,0.110806430620789,NA
2023-02-07 10:50:00,NA,0,0.110806430620789,NA
2023-02-07 10:55:00,NA,0,0.110806430620789,NA
2023-02-07 11:00:00,1.50356997044173,10,0.110806430620789,0.220437137075197
2023-02-07 11:05:00,1.88917905846645,10,0.110806430620789,0.258998045877669
2023-02-07 11:10:00,1.68048114628434,10,0.110806430620789,0.238128254659458
2023-02-07 11:15:00,1.49962010740259,10,0.110806430620789,0.220042150771283
2023-02-07 11:20:00,1.08494386393493,10,0.110806430620789,0.178574526424517
2023-02-07 11:25:00,0.902863861862815,10,0.110806430620789,0.160366526217305
2023-02-07 11:30:00,0.946740920051544,2,0.110806430620789,0.251378048987228
2023-02-07 11:35:00,1.67224514280093,3,0.110806430620789,0.295172759373801
2023-02-07 11:40:00,1.5070666011727,10,0.110806430620789,0.220786800148294
2023-02-07 11:45:00,1.85703053819104,10,0.110806430620789,0.255783193850128
2023-02-07 11:50:00,1.23414119758883,10,0.110806430620789,0.193494259789907
2023-02-07 11:55:00,1.35644223748881,10,0.110806430620789,0.205724363779905
2023-02-07 12:00:00,1.94884229892599,10,0.110806430620789,0.264964369923623
2023-02-07 12:05:00,1.51277282765758,10,0.110806430620789,0.221357422796782
2023-02-07 12:10:00,1.25504797490606,10,0.110806430620789,0.19558493752163
2023-02-07 12:15:00,1.62930687868506,10,0.110806430620789,0.23301082789953
2023-02-07 12:20:00,2.4278884319395,10,0.110806430620789,0.312868983224974
2023-02-07 12:25:00,2.4823528988661,10,0.110806430620789,0.318315429917634
2023-02-07 12:30:00,2.67521977615227,10,0.110806430620789,0.337602117646251
2023-02-07 12:35:00,2.61090410725019,10,0.110806430620789,0.331170550756043
2023-02-07 12:40:00,2.78606533229135,10,0.110806430620789,0.348686673260159
2023-02-07 12:45:00,3.01573883225859,10,0.110806430620789,0.371654023256883
2023-02-07 12:50:00,2.6316862180198,10,0.110806430620789,0.333248761833004
2023-02-07 12:55:00,2.10766340068331,10,0.110806430620789,0.280846480099355
2023-02-07 13:00:00,2.39106721943433,10,0.110806430620789,0.309186861974457
2023-02-07 13:05:00,2.29299233582712,10,0.110806430620789,0.299379373613736
2023-02-07 13:10:00,2.56823904732437,10,0.110806430620789,0.326904044763461
2023-02-07 13:15:00,2.50229809416846,10,0.110806430620789,0.32030994944787
2023-02-07 13:20:00,2.57394690924521,10,0.110806430620789,0.327474830955545
2023-02-07 13:25:00,2.23506118547299,10,0.110806430620789,0.293586258578323
2023-02-07 13:30:00,2.46447403339279,10,0.110806430620789,0.316527543370303
2023-02-07 13:35:00,2.7387049422314,10,0.110806430620789,0.343950634254164
2023-02-07 13:40:00,3.72158414139214,10,0.110806430620789,0.442238554170238
2023-02-07 13:45:00,3.48189458979897,2,0.110806430620789,0.504893415961971
2023-02-07 13:50:00,NA,0,0.110806430620789,NA
2023-02-07 13:55:00,4.57633661360375,9,0.110806430620789,0.531504615107567
2023-02-07 14:00:00,3.77470914620744,10,0.110806430620789,0.447551054651768
